"SubjNum","voto_sen_candidato_1","voto_sen_candidato_2","voto_sen_candidato_3","voto_sen_candidato_4","voto_sen_candidato_5","voto_sen_candidato_6","voto_sen_candidato_7","voto_sen_candidato_8","voto_sen_candidato_9","ident_partido","sexo","edad","si_voto","geometry","seccion","tipo_casilla"
4619,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",56,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4620,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",21,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4621,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",20,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4622,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",64,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4623,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",72,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4624,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRD - Partido de la Revolución Democrática","Mujer",70,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4625,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",51,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4626,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",69,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4627,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",85,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4628,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",23,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4629,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",47,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4630,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"Julieta Ramírez y Armando Ayala de Morena","MORENA","Hombre",27,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4631,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",88,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4632,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",49,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4633,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,"MORENA","Hombre",46,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4634,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",43,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4635,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",100,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4636,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",93,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4637,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",51,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4638,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",40,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4639,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",58,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4640,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",86,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4641,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,"PAN - Partido Acción Nacional","Mujer",34,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4642,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",22,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4643,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",100,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4644,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",28,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4645,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",95,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4646,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",69,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4647,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",41,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4648,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",93,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4649,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"Ninguno","Mujer",61,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4650,"Julieta Ramírez y Armando Ayala de Morena",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,"PAN - Partido Acción Nacional","Mujer",80,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4651,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",54,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4652,"Julieta Ramírez y Armando Ayala de Morena",NA,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,"Ninguno","Hombre",57,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4653,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",38,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4654,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,"MORENA","Hombre",51,"Sí","c(-117.021061866| 32.400612891)",1367,"C1"
4655,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",63,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4656,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",20,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4657,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",22,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4658,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",98,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4659,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",25,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4660,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",68,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4661,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"David Saul Guakil y Argelia Núñez de (MC)",NA,NA,"MORENA","Hombre",32,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4662,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",67,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4663,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",18,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4664,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",100,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4665,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,"PAN - Partido Acción Nacional","Hombre",67,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4666,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",65,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4667,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",41,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4668,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",51,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4669,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"PAN - Partido Acción Nacional","Hombre",87,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4670,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"MORENA","Mujer",19,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4671,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"MORENA","Mujer",39,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4672,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",65,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4673,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",73,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4674,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena","MORENA","Mujer",19,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4675,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Hombre",61,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4676,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",43,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4677,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"MORENA","Hombre",31,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4678,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",33,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4679,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",77,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4680,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",31,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4681,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",43,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4682,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",38,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4683,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",31,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4684,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",17,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4685,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)",NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",43,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4686,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",81,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4687,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",70,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4688,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",71,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4689,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",96,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4690,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",30,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4691,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",48,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4692,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",34,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4693,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",89,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4694,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",100,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4695,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"MORENA","Hombre",56,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4696,"Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",20,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4697,"Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)",NA,NA,NA,NA,NA,"David Saul Guakil y Argelia Núñez de (MC)",NA,NA,"PAN - Partido Acción Nacional","Hombre",35,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4698,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Mujer",72,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4699,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",89,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4700,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",72,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4701,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",42,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4702,"Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",46,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4703,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,"MORENA","Hombre",79,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4704,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",93,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4705,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",18,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4706,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",43,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4707,"Julieta Ramírez y Armando Ayala de Morena","Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",50,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4708,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,"Julieta Ramírez y Armando Ayala de Morena","Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,"MORENA","Mujer",65,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4709,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,"MORENA","Hombre",50,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4710,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"Ninguno","Mujer",18,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4711,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",89,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4712,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",28,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4713,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",31,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4714,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",41,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4715,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",62,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4716,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",82,"Sí","c(-117.028169632| 32.410264308)",1370,"C4"
4717,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",92,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4718,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,"MORENA","Hombre",77,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4719,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",33,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4720,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",91,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4721,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Mujer",17,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4722,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",19,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4723,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN","PAN - Partido Acción Nacional","Hombre",50,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4724,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",65,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4725,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",82,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4726,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,"Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)",NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",87,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4727,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",85,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4728,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",34,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4729,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",60,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4730,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",58,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4731,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",68,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4732,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",62,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4733,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",63,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4734,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",92,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4735,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",47,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4736,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",20,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4737,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",28,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4738,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",91,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4739,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,"MORENA","Mujer",27,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4740,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",36,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4741,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",84,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4742,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",62,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4743,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",76,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4744,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",92,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4745,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",44,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4746,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",39,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4747,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",91,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4748,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",36,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4749,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",60,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4750,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",35,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
4751,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",58,"Sí","c(-116.939892691| 32.47994034)",1008,"B1"
