"","ident_partido","voto_sen_candidato","sexo","edad","si_voto","geometry","seccion","tipo_casilla"
"5122","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",60,"Sí","c(-116.925278993| 32.462774191)",1214,"B1"
"5123","Ninguno","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",94,"Sí","c(-116.925278993| 32.462774191)",1214,"B1"
"5124","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",76,"Sí","c(-116.925278993| 32.462774191)",1214,"B1"
"5125","PRI - Partido Revolucionario Institucional","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",84,"Sí","c(-116.925278993| 32.462774191)",1214,"B1"
"5126","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",22,"Sí","c(-116.925278993| 32.462774191)",1214,"B1"
"5127","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Mujer",39,"Sí","c(-116.925278993| 32.462774191)",1214,"B1"
"5128","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",100,"Sí","c(-116.925278993| 32.462774191)",1214,"B1"
"5129","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",95,"Sí","c(-116.925278993| 32.462774191)",1214,"B1"
"5130","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",77,"Sí","c(-116.925278993| 32.462774191)",1214,"B1"
"5131","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",89,"Sí","c(-116.925278993| 32.462774191)",1214,"B1"
"5132","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",53,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5133","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",18,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5134","MORENA","No respondió","Mujer",57,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5135","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",66,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5136","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",45,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5137","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",96,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5138","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",38,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5139","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",30,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5140","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",25,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5141","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",49,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5142","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Hombre",24,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5143","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",52,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5144","MORENA","Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)","Hombre",67,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5145","Ninguno","Julieta Ramírez y Armando Ayala de Morena","Hombre",97,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5146","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",44,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5147","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",95,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5148","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",65,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5149","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",66,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5150","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",72,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5151","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Hombre",24,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5152","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",17,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5153","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",60,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5154","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",100,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5155","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",92,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5156","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",53,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5157","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",89,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5158","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",88,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5159","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",76,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5160","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",73,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5161","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",24,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5162","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",99,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5163","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",42,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5164","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Hombre",92,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5165","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",96,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5166","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",46,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5167","MORENA","Voto nulo","Hombre",41,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5168","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",29,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5169","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",82,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5170","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",98,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5171","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",47,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5172","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",23,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5173","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",38,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5174","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Hombre",19,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5175","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",95,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5176","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",27,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5177","MORENA","No respondió","Hombre",35,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5178","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",55,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5179","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",73,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5180","MORENA","Voto nulo","Hombre",97,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5181","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",28,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5182","PAN - Partido Acción Nacional","No respondió","Mujer",27,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5183","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",65,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5184","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",20,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5185","PRI - Partido Revolucionario Institucional","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",67,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5186","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",79,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5187","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",50,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5188","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",31,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5189","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",66,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5190","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",38,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5191","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",65,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5192","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",52,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5193","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",81,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5194","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Hombre",78,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5195","MC - Movimiento Ciudadano","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",72,"Sí","c(-116.911168321| 32.46679674)",1216,"B1"
"5196","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",19,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5197","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",17,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5198","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",47,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5199","PVEM – Partido Verde Ecologista de México","Julieta Ramírez y Armando Ayala de Morena","Hombre",98,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5200","PT- Partido del Trabajo","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",96,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5201","PRI - Partido Revolucionario Institucional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",40,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5202","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",88,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5203","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",24,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5204","MORENA","Voto nulo","Hombre",34,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5205","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",30,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5206","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",98,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5207","PAN - Partido Acción Nacional","No respondió","Hombre",80,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5208","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",62,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5209","PRI - Partido Revolucionario Institucional","Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)","Mujer",61,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5210","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Hombre",60,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5211","MORENA","Voto nulo","Hombre",83,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5212","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",66,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5213","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Mujer",87,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5214","PAN - Partido Acción Nacional","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",26,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5215","MORENA","No respondió","Mujer",40,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5216","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",62,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5217","MORENA","No respondió","Mujer",68,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5218","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",69,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5219","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Hombre",89,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5220","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",69,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5221","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",29,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5222","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",77,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5223","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",59,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5224","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Hombre",39,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5225","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Hombre",84,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5226","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Mujer",95,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5227","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",44,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5228","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",76,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5229","PVEM – Partido Verde Ecologista de México","Julieta Ramírez y Armando Ayala de Morena","Mujer",95,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5230","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",87,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5231","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",62,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5232","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",45,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5233","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",17,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5234","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",92,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5235","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",33,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5236","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",68,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5237","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",17,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5238","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",27,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5239","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",90,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5240","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",95,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5241","PVEM – Partido Verde Ecologista de México","Julieta Ramírez y Armando Ayala de Morena","Hombre",77,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5242","PRD - Partido de la Revolución Democrática","Julieta Ramírez y Armando Ayala de Morena","Mujer",25,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5243","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",32,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5244","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",20,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5245","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",22,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5246","PVEM – Partido Verde Ecologista de México","Julieta Ramírez y Armando Ayala de Morena","Mujer",54,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5247","MORENA","No respondió","Hombre",87,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5248","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",18,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5249","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",58,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5250","PT- Partido del Trabajo","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",60,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5251","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",99,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5252","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",66,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5253","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",56,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5254","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",55,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5255","PRD - Partido de la Revolución Democrática","Julieta Ramírez y Armando Ayala de Morena","Hombre",64,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5256","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",87,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5257","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",42,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5258","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",97,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5259","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",80,"Sí","c(-116.889714016| 32.471120073)",1219,"C1"
"5260","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",72,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5261","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",67,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5262","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",38,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5263","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",67,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5264","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Mujer",73,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5265","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",22,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5266","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",60,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5267","MORENA","No respondió","Hombre",18,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5268","MORENA","Voto nulo","Hombre",71,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5269","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Mujer",19,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5270","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",60,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5271","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",44,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5272","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",91,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5273","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",73,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5274","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",32,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5275","PAN - Partido Acción Nacional","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",52,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5276","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",78,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5277","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",49,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5278","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",45,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5279","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",68,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5280","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",67,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5281","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",95,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5282","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",51,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5283","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",94,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5284","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",67,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5285","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",87,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5286","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",36,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5287","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",53,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5288","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",50,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5289","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",85,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5290","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",36,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5291","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",98,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5292","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Mujer",99,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5293","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",22,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5294","PRI - Partido Revolucionario Institucional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",86,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5295","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",57,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5296","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",70,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5297","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",57,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5298","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",38,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5299","MORENA","Voto nulo","Hombre",99,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5300","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",28,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5301","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",46,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5302","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",91,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5303","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",88,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5304","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",70,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5305","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",33,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5306","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",63,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5307","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",58,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5308","PAN - Partido Acción Nacional","No respondió","Mujer",64,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5309","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",82,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5310","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",80,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5311","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",68,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5312","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",53,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5313","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",84,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
"5314","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",87,"Sí","c(-116.956726221| 32.466840868)",1238,"C4"
